qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,acc,gene,compartment,specimen,kingdom,supergroup,phylum,clade,class,order,family,genus,species
AF389046.1.1740_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Dryocoetes|Dryocoetes_alni,AF389046.1.1740_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Dryocoetes|Dryocoetes_alni,100.0,1740,0,0,1,1740,1,1740,0.0,3131,AF389046.1.1740_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Dryocoetes,Dryocoetes_alni
AF389050.1.1624_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Cylydrorhinus|Cylydrorhinus_sp.,AF389050.1.1624_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Cylydrorhinus|Cylydrorhinus_sp,100.0,1624,0,0,1,1624,1,1624,0.0,2904,AF389050.1.1624_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Cylydrorhinus,Cylydrorhinus_sp
AF395147.1.1796_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Barbotinia|Barbotinia_oraniensis,AF395147.1.1796_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Barbotinia|Barbotinia_oraniensis,100.0,1796,0,0,1,1796,1,1796,0.0,3240,AF395147.1.1796_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Barbotinia,Barbotinia_oraniensis
AF403156.1.2725_U|18S_rRNA|nucleus||Eukaryota|Excavata|Discoba|Euglenozoa|Euglenida|Aphagea|Rhabdomonadales|Menoidium|Menoidium_pellucidum,AF403156.1.2725_U|18S_rRNA|nucleus||Eukaryota|Excavata|Discoba|Euglenozoa|Euglenida|Aphagea|Rhabdomonadales|Menoidium|Menoidium_pellucidum,100.0,2725,0,0,1,2725,1,2725,0.0,4915,AF403156.1.2725_U,18S_rRNA,nucleus,,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Aphagea,Rhabdomonadales,Menoidium,Menoidium_pellucidum
AF403789.1.1912_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Simulium|Simulium_sanctipauli,AF403789.1.1912_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Simulium|Simulium_sanctipauli,100.0,1912,0,0,1,1912,1,1912,0.0,3449,AF403789.1.1912_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Simulium,Simulium_sanctipauli
AF403800.1.1912_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Simulium|Simulium_sanctipauli,AF403800.1.1912_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Simulium|Simulium_sanctipauli,100.0,1912,0,0,1,1912,1,1912,0.0,3449,AF403800.1.1912_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Simulium,Simulium_sanctipauli
AF408145.1.1069_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Platyhelminthes|Trematoda|Digenea|Opisthorchis|Opisthorchis_viverrini,AF408145.1.1069_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Platyhelminthes|Trematoda|Digenea|Opisthorchis|Opisthorchis_viverrini,100.0,1069,0,0,1,1069,1,1069,0.0,1929,AF408145.1.1069_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Trematoda,Digenea,Opisthorchis,Opisthorchis_viverrini
AF408224.1.1664_U|18S_rRNA|nucleus|strain_X695|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Charophyceae|Charophyceae_X|Charophyceae_XX|Lamprothamnium|Lamprothamnium_macropogon,AF408224.1.1664_U|18S_rRNA|nucleus|strain_X695|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Charophyceae|Charophyceae_X|Charophyceae_XX|Lamprothamnium|Lamprothamnium_macropogon,100.0,1664,0,0,1,1664,1,1664,0.0,3002,AF408224.1.1664_U,18S_rRNA,nucleus,strain_X695,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Charophyceae,Charophyceae_X,Charophyceae_XX,Lamprothamnium,Lamprothamnium_macropogon
AF411269.1.1773_U|18S_rRNA|nucleus||Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Cercomonadida|Cercomonadidae|Cercomonas|Cercomonas_edax,AF411269.1.1773_U|18S_rRNA|nucleus||Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Cercomonadida|Cercomonadidae|Cercomonas|Cercomonas_edax,100.0,1773,0,0,1,1773,1,1773,0.0,3198,AF411269.1.1773_U,18S_rRNA,nucleus,,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_edax
AF411270.1.1803_U|18S_rRNA|nucleus|strain_ATCC_50344|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Cercomonadida|Paracercomonadidae|Paracercomonas|Paracercomonas_marina,AF411270.1.1803_U|18S_rRNA|nucleus|strain_ATCC_50344|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Cercomonadida|Paracercomonadidae|Paracercomonas|Paracercomonas_marina,100.0,1803,0,0,1,1803,1,1803,0.0,3245,AF411270.1.1803_U,18S_rRNA,nucleus,strain_ATCC_50344,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_marina
AF411280.1.1815_U|18S_rRNA|nucleus|strain_ATCC_50404|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Glissomonadida|Sandonidae|Neoheteromita|Neoheteromita_sp.,AF411280.1.1815_U|18S_rRNA|nucleus|strain_ATCC_50404|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Glissomonadida|Sandonidae|Neoheteromita|Neoheteromita_sp,100.0,1815,0,0,1,1815,1,1815,0.0,3274,AF411280.1.1815_U,18S_rRNA,nucleus,strain_ATCC_50404,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Neoheteromita,Neoheteromita_sp
AF411867.1.1787_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Ainudrilus|Ainudrilus_lutulentus,AF411867.1.1787_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Ainudrilus|Ainudrilus_lutulentus,100.0,1787,0,0,1,1787,1,1787,0.0,3220,AF411867.1.1787_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Ainudrilus,Ainudrilus_lutulentus
AF411869.1.1812_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Limnodriloides|Limnodriloides_appendiculatus,AF411869.1.1812_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Limnodriloides|Limnodriloides_appendiculatus,100.0,1812,0,0,1,1812,1,1812,0.0,3268,AF411869.1.1812_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Limnodriloides,Limnodriloides_appendiculatus
AF411879.1.1769_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Tubifex|Tubifex_ignotus,DQ280316.1.1815_U|18S_rRNA|nucleus|clone_A|Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Tubifex|Tubifex_ignotus,100.0,1769,0,0,1,1769,25,1793,0.0,3191,DQ280316.1.1815_U,18S_rRNA,nucleus,clone_A,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Tubifex,Tubifex_ignotus
AF412790.1.1752_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Eunice|Eunice_vittata,AF412790.1.1752_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Eunice|Eunice_vittata,100.0,1752,0,0,1,1752,1,1752,0.0,3160,AF412790.1.1752_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Eunice,Eunice_vittata
AF421220.1.2529_U|18S_rRNA|nucleus|strain_ATCC_50617;_wac-6|Eukaryota|Amoebozoa|Evosea|Evosea_X|Archamoebea|Mastigamoebida|Mastigamoebidae|Mastigamoeba|Mastigamoeba_sp.,AF421220.1.2529_U|18S_rRNA|nucleus|strain_ATCC_50617;_wac-6|Eukaryota|Amoebozoa|Evosea|Evosea_X|Archamoebea|Mastigamoebida|Mastigamoebidae|Mastigamoeba|Mastigamoeba_sp,100.0,2529,0,0,1,2529,1,2529,0.0,4562,AF421220.1.2529_U,18S_rRNA,nucleus,strain_ATCC_50617;_wac-6,Eukaryota,Amoebozoa,Evosea,Evosea_X,Archamoebea,Mastigamoebida,Mastigamoebidae,Mastigamoeba,Mastigamoeba_sp
AF423766.1.1918_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Apatides|Apatides_sp.,AF423766.1.1918_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Apatides|Apatides_sp,100.0,1918,0,0,1,1918,1,1918,0.0,3460,AF423766.1.1918_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Apatides,Apatides_sp
AF423774.1.1883_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Trox|Trox_sp.,AF423774.1.1883_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Trox|Trox_sp,100.0,1883,0,0,1,1883,1,1883,0.0,3397,AF423774.1.1883_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Trox,Trox_sp
AF423801.1.1848_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Oxyethira|Oxyethira_dualis,AF423801.1.1848_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Oxyethira|Oxyethira_dualis,100.0,1848,0,0,1,1848,1,1848,0.0,3333,AF423801.1.1848_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Oxyethira,Oxyethira_dualis
AF423893.1.1877_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Stenoponia|Stenoponia_americana,AF423893.1.1877_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Stenoponia|Stenoponia_americana,100.0,1877,0,0,1,1877,1,1877,0.0,3386,AF423893.1.1877_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Stenoponia,Stenoponia_americana
AF423894.1.1877_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Myodopsylla|Myodopsylla_gentilis,AF423894.1.1877_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Myodopsylla|Myodopsylla_gentilis,100.0,1877,0,0,1,1877,1,1877,0.0,3386,AF423894.1.1877_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Myodopsylla,Myodopsylla_gentilis
AF423907.1.1877_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Panorpa|Panorpa_germanica,AF423907.1.1877_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Panorpa|Panorpa_germanica,100.0,1877,0,0,1,1877,1,1877,0.0,3386,AF423907.1.1877_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Panorpa,Panorpa_germanica
AF426157.1.1841_U|18S_rRNA|nucleus|strain_C3/8|Eukaryota|Amoebozoa|Tubulinea|Tubulinea_X|Elardia|Euamoebida|Vermamoebidae|Hartmannella|Hartmannella_vermiformis,AF426157.1.1841_U|18S_rRNA|nucleus|strain_C3/8|Eukaryota|Amoebozoa|Tubulinea|Tubulinea_X|Elardia|Euamoebida|Vermamoebidae|Hartmannella|Hartmannella_vermiformis,100.0,1841,0,0,1,1841,1,1841,0.0,3321,AF426157.1.1841_U,18S_rRNA,nucleus,strain_C3/8,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Elardia,Euamoebida,Vermamoebidae,Hartmannella,Hartmannella_vermiformis
AF436009.1.1866_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Crustacea|Malacostraca|Petrolisthes|Petrolisthes_armatus,AF436009.1.1866_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Crustacea|Malacostraca|Petrolisthes|Petrolisthes_armatus,100.0,1866,0,0,1,1866,1,1866,0.0,3366,AF436009.1.1866_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,Petrolisthes,Petrolisthes_armatus
AF436012.1.1857_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Crustacea|Malacostraca|Aegla|Aegla_uruguayana,AF436012.1.1857_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Crustacea|Malacostraca|Aegla|Aegla_uruguayana,100.0,1857,0,0,1,1857,1,1857,0.0,3346,AF436012.1.1857_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,Aegla,Aegla_uruguayana
AF439388.1.1992_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Crustacea|Malacostraca|Petrolisthes|Petrolisthes_laevigatus,AF439388.1.1992_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Crustacea|Malacostraca|Petrolisthes|Petrolisthes_laevigatus,100.0,1992,0,0,1,1992,1,1992,0.0,3593,AF439388.1.1992_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,Petrolisthes,Petrolisthes_laevigatus
AF448150.1.1814_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Apistobranchus|Apistobranchus_typicus,AF448150.1.1814_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Apistobranchus|Apistobranchus_typicus,100.0,1814,0,0,1,1814,1,1814,0.0,3272,AF448150.1.1814_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Apistobranchus,Apistobranchus_typicus
AF451947.1.1856_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Platycis|Platycis_minutus,DQ181069.1.1856_U|18S_rRNA|nucleus|specimen_UPOL_000348|Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Platycis|Platycis_minutus,100.0,1856,0,0,1,1856,1,1856,0.0,3348,DQ181069.1.1856_U,18S_rRNA,nucleus,specimen_UPOL_000348,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Platycis,Platycis_minutus
AF452024.1.1695_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Porifera|Porifera_X|Calcarea|Sycon|Sycon_raphanus,AF452024.1.1695_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Porifera|Porifera_X|Calcarea|Sycon|Sycon_raphanus,100.0,1695,0,0,1,1695,1,1695,0.0,3057,AF452024.1.1695_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Porifera,Porifera_X,Calcarea,Sycon,Sycon_raphanus
AF452710.1.1869_U|18S_rRNA|nucleus|strain_XXH|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Euplotia|Euplotidae|Euplotes|Euplotes_woodruffi,AF452710.1.1869_U|18S_rRNA|nucleus|strain_XXH|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Euplotia|Euplotidae|Euplotes|Euplotes_woodruffi,100.0,1869,0,0,1,1869,1,1869,0.0,3371,AF452710.1.1869_U,18S_rRNA,nucleus,strain_XXH,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Euplotia,Euplotidae,Euplotes,Euplotes_woodruffi
AF454067.1.1667_U|18S_rRNA|nucleus|strain_NRRL31511|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Thysanophora|Thysanophora_penicillioides,AF454067.1.1667_U|18S_rRNA|nucleus|strain_NRRL31511|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Thysanophora|Thysanophora_penicillioides,100.0,1667,0,0,1,1667,1,1667,0.0,3007,AF454067.1.1667_U,18S_rRNA,nucleus,strain_NRRL31511,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Thysanophora,Thysanophora_penicillioides
AF454070.1.1668_UC|18S_rRNA|nucleus|strain_NRRL31509|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Thysanophora|Thysanophora_sp.,AF454071.1.1668_UC|18S_rRNA|nucleus|strain_NRRL31507|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Thysanophora|Thysanophora_sp,100.0,1454,0,0,1,1454,1,1454,0.0,2623,AF454071.1.1668_UC,18S_rRNA,nucleus,strain_NRRL31507,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Thysanophora,Thysanophora_sp
AF460865.1.1715_U|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Eurhodophytina|Florideophyceae|Ceramiales|Ceramiaceae|Pseudoceramium|Pseudoceramium_paniculatum,AF460864.1.1715_U|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Eurhodophytina|Florideophyceae|Ceramiales|Ceramiaceae|Pseudoceramium|Pseudoceramium_paniculatum,100.0,1715,0,0,1,1715,1,1715,0.0,3094,AF460864.1.1715_U,18S_rRNA,nucleus,,Eukaryota,Archaeplastida,Rhodophyta,Eurhodophytina,Florideophyceae,Ceramiales,Ceramiaceae,Pseudoceramium,Pseudoceramium_paniculatum
AF460866.1.1714_U|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Eurhodophytina|Florideophyceae|Ceramiales|Ceramiaceae|Pseudoceramium|Pseudoceramium_tenerrimum,AF460867.1.1714_U|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Eurhodophytina|Florideophyceae|Ceramiales|Ceramiaceae|Pseudoceramium|Pseudoceramium_tenerrimum,100.0,1714,0,0,1,1714,1,1714,0.0,3092,AF460867.1.1714_U,18S_rRNA,nucleus,,Eukaryota,Archaeplastida,Rhodophyta,Eurhodophytina,Florideophyceae,Ceramiales,Ceramiaceae,Pseudoceramium,Pseudoceramium_tenerrimum
AF461124.1.1223_U|18S_rRNA|nucleus|clone_1|Eukaryota|Obazoa|Opisthokonta|Metazoa|Platyhelminthes|Cestoda|Eucestoda|Hymenolepis|Hymenolepis_nana,AF461124.1.1223_U|18S_rRNA|nucleus|clone_1|Eukaryota|Obazoa|Opisthokonta|Metazoa|Platyhelminthes|Cestoda|Eucestoda|Hymenolepis|Hymenolepis_nana,100.0,1223,0,0,1,1223,1,1223,0.0,2199,AF461124.1.1223_U,18S_rRNA,nucleus,clone_1,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Cestoda,Eucestoda,Hymenolepis,Hymenolepis_nana
AF463459.1449.3348_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Attacus|Attacus_ricini,AF463459.1449.3348_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Attacus|Attacus_ricini,100.0,1900,0,0,1,1900,1,1900,0.0,3427,AF463459.1449.3348_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Attacus,Attacus_ricini
"AF465459.1.1173_U|18S_rRNA|nucleus|specimen_Herb._R._Luecking_2000,_00-34|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Lecanoromycetes|Graphina|Graphina_poitiaei","AF465459.1.1173_U|18S_rRNA|nucleus|specimen_Herb._R._Luecking_2000,_00-34|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Lecanoromycetes|Graphina|Graphina_poitiaei",100.0,1173,0,0,1,1173,1,1173,0.0,2116,AF465459.1.1173_U,18S_rRNA,nucleus,"specimen_Herb._R._Luecking_2000,_00-34",Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Graphina,Graphina_poitiaei
AF474293.1.1153_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Autolytus|Autolytus_macrophthalmus,AF474293.1.1153_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Autolytus|Autolytus_macrophthalmus,100.0,1153,0,0,1,1153,1,1153,0.0,2058,AF474293.1.1153_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Autolytus,Autolytus_macrophthalmus
AF487999.1.2152_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Apicomplexa|Coccidiomorphea|Haemosporida|Plasmodiidae|Plasmodium5|Plasmodium_malariae,AF487999.1.2152_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Apicomplexa|Coccidiomorphea|Haemosporida|Plasmodiidae|Plasmodium5|Plasmodium_malariae,100.0,2152,0,0,1,2152,1,2152,0.0,3882,AF487999.1.2152_U,18S_rRNA,nucleus,,Eukaryota,TSAR,Alveolata,Apicomplexa,Coccidiomorphea,Haemosporida,Plasmodiidae,Plasmodium5,Plasmodium_malariae
AF488395.1.1777_U|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Eurhodophytina|Florideophyceae|Ceramiales|Delesseriaceae|Heterosiphonia|Heterosiphonia_muelleri,AF488395.1.1777_U|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Eurhodophytina|Florideophyceae|Ceramiales|Delesseriaceae|Heterosiphonia|Heterosiphonia_muelleri,100.0,1777,0,0,1,1777,1,1777,0.0,3205,AF488395.1.1777_U,18S_rRNA,nucleus,,Eukaryota,Archaeplastida,Rhodophyta,Eurhodophytina,Florideophyceae,Ceramiales,Delesseriaceae,Heterosiphonia,Heterosiphonia_muelleri
AF490595.1.1808_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Mollusca|Scaphopoda|Scaphopoda_X|Fissidentalium|Fissidentalium_candidum,AF490595.1.1808_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Mollusca|Scaphopoda|Scaphopoda_X|Fissidentalium|Fissidentalium_candidum,100.0,1808,0,0,1,1808,1,1808,0.0,3261,AF490595.1.1808_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Scaphopoda,Scaphopoda_X,Fissidentalium,Fissidentalium_candidum
AF490602.1.1926_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Mollusca|Scaphopoda|Scaphopoda_X|Polyschides|Polyschides_olivi,AF490602.1.1926_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Mollusca|Scaphopoda|Scaphopoda_X|Polyschides|Polyschides_olivi,100.0,1926,0,0,1,1926,1,1926,0.0,3474,AF490602.1.1926_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Scaphopoda,Scaphopoda_X,Polyschides,Polyschides_olivi
AF492442.1.1967_U|18S_rRNA|nucleus||Eukaryota|TSAR|Rhizaria|Cercozoa|Endomyxa-Ascetosporea|Haplosporida|Haplosporida_X|Haplosporida_XX|Haplosporida_XX_sp.,AF492442.1.1967_U|18S_rRNA|nucleus||Eukaryota|TSAR|Rhizaria|Cercozoa|Endomyxa-Ascetosporea|Haplosporida|Haplosporida_X|Haplosporida_XX|Haplosporida_XX_sp,100.0,1967,0,0,1,1967,1,1967,0.0,3548,AF492442.1.1967_U,18S_rRNA,nucleus,,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa-Ascetosporea,Haplosporida,Haplosporida_X,Haplosporida_XX,Haplosporida_XX_sp
